X_val,tokens,Y_val,ccn_prediction
rt enviroleaguema great __num__ see public officials joecurtatone barber4staterep t4mass rally for safereliable mbta service mapoli h …,18,10,19
dreamers heres how you can get a social security number once you are approved for deferred action __link__,18,9,9
rt walthamnewstrib senate bond bill allots __num__ million for local farming hub in waltham __link__ barrettsenate tomstanle …,18,4,4
bronsonau dogs are amazing right i ve written a law which will help save dogs lives __link__ cr,18,4,4
it was great to join students teachers and faculty today at lyonsschool keep up the great work __link__,18,0,6
reppatricearent if the hb96 passes parents who are home certainly wo nt need to be utpol utleg creepinggovernment,18,12,0
even more amazing than the amount is the fact that this is all from individual donors txlege __link__,18,0,0
harris county republicans please vote for judge angelina gooden for your protective order court in the republican __link__,18,19,19
rt fmapac travisjhutson files hb1119 creating loan forgiveness program for rural primary care doctors sayfie floridamedical __link__ …,18,6,3
always looking for fun and interesting places to put signs or maybe this is my more __link__ __link__,18,0,0
billingsgazette montana fwp adopts new rules allowing landowners to kill wolves __link__ good work fwp we appreciate it,18,7,4
rt steverothaus gay florida rep david richardson automatically reelected after judge rules against opponent lgbt david4florida http …,18,19,2
ohio needs these __num__ women in the statehouse proud to be supporting such qualified and inspirational women __link__,18,19,2
spoke this afternoon w leaders of njaflcio public employee unions about need to replenish transportation trust fund __link__,18,5,10
teamtaddeo proud to have celebrated nationalnightout with miamidade police departments sd40 district stations south kendall and hammocks __link__,18,0,0
retweeted ken dilanian kendilaniannbc nbc news has confirmed that sally yates warned the wh last month that __link__,18,0,19
a great night supporting the tewksburylions at their annual spaghetti supper to benefit the tewksbury community pantry __link__,18,0,0
the projects will be extremely helpful as massachusetts works to bring __num__ megawatts of offshore wind online __link__,18,8,8
the duration of a gun attack is always dictated by the arrival of a second gun 2a txlege,18,21,11
rt mapublichealth ty juliancyr for your amendment __num__ address childhood lead poisoning patjehlen soniachangdiaz senjasonlewis for you …,18,3,3
hundreds of musiclovers flocked to medgar evers college for a concert to promote unity ahead of jouvert __link__,18,0,6
__num__ square feet of awesome — welcome to your new office at the springfield innovation center vvmentors __link__,18,0,0
the last txlege session demonstrated that the republican majority really has strong antibusiness winds blowing w … __link__,18,14,19
my thoughts and prayers are with all those affected by the horrific shooting in las vegas last night,18,21,11
att bringing __num__ g lte to elyria this is critical for economic growth in the elyria area __link__,18,1,1
so moveon copied my irandeal mobile billboard idea __link__ dm me for an address to send royalties __link__,18,18,18
rt texasfarmbureau farmers are taking a stand against the federal government on over burdensome regulations __link__ http …,18,4,4
new miami heat uniform looks a little familiar ca nt put my finger on it 🤔 espn __link__,18,0,0
mark burdge in __year__ there were more electric and steam vehicles than gasoline quieter and cleaner utpol climateaction,18,7,7
thanks to eduarda julia and ellie schroder for a delightful meet and greet in chandler today … __link__,18,0,0
twitterconfession i did nt watch the oscars i could care less who won or what the celebrities wore,18,0,0
texas seawater desalination projects and tracking the use of the __year__ deepwater horizon oil spill relief funds __link__,18,7,8
jenniferpawlik and steveweichert are hardworking smart and caring that s the leadership we need in the stat … __link__,19,0,0
seanw801 commerce tax returns due today yipee education panacea hardly guinn __year__ __num__ mil nv ed __year__ 50th __link__,19,1,6
join the movement to end heart disease and stroke in women gored today for national wear red day yourethecuretx,19,3,3
neildreilly mattbomer michaelurie gmhc aidswalkny neildreilly the benefits of getting up early and coming with me to aids walk,19,0,0
this weeks rig count texas __num__ permian basin __num__ eagle ford shale __num__ united states __num__ via bhgeco __link__,19,0,8
excited to announce my campaign for state senate today watch our video a new generation of conservative leadership __link__,19,19,19
few answers last night from spectra energy when trying to explaining the gas leak in weymouth more here __link__,19,8,8
icymi this saturday is west side day albrightknox from 15pm a fun interactive experience at your art gallery __link__,19,0,0
unofficialuwyo uwyo anything that affects the university and its mission and ability to educate our students is of concern,19,6,6
ms loretta winters is doing phenomenal work to ensure the political educational social and economic equality of all citizens,19,0,2
__num__ million proceeds from fcc spectrum sale should be reinvested nj some to njtv rest for drug treatment __link__,19,16,3
the fight against poverty and hunger must be fought constantly and on many fronts especially in its causes pontifex,19,12,12
have you wondered about omhs supportive housing initiative read more about how it evolved in new york state __link__,19,13,13
i voted to eliminate the two special holidays the final vote was __num__ to __num__ this preserved the holidays,19,19,19
rt rutgerscamden congrats to chancellor phoebe haddon on being named a southjerseymag super woman of __year__ __link__ ht …,19,0,0
sarahforhd134 i m not against vaccines my own children have had some i m against government mandates big difference,19,3,3
yesterday was the 30th anniversary of the challenger shuttle explosion this was a horrible tragedy but we will __link__,19,16,10
this afternoon my office stopped by the job assistance center inc and vaemploy offices open house in warsaw __link__,19,0,0
lets hear it for these schenectadyarc __num__ k runners for beating the heat to support a wonderful cause __link__,19,0,0
rt mwbowler kill antidiscrimination now braddaw houston demands sermons of pastors to look for homosexual content utpol __link__ …,19,2,2
i recently joined with agschneiderman to call upon the fda to reverse their dangerous decision to approve zohydro __link__,19,3,3
jimsmall i know that my opponent pratts opponent consider any nonclean elections to be dark even from reg citizens,19,19,19
rt nysenate s844 sponsored by senatorrobach passed __num__ unofficial relates to auto accidents involving injury or death __link__ …,19,10,10
leslie abasta mcgowan named 21st assembly district ‘ woman of the year sacramento –on monday march 6th ms __link__,19,0,0
estamos recibiendo quejas de calles sin limpiar en el distrito estamos trabajando con la alcaldía para que las limpien,19,0,0
great work and leadership by the first lady over the past four years on this initiative vabreakfast nokidhungry __link__,19,12,0
ab __num__ to help henry mayo hospital receive payments for inmate services passed the assembly floor __num__ today __link__,19,11,3
the new york youth mentoring program will help create a path to success for children across the state __link__,19,12,6
attending orange county bar association round table discussion on closure of circuits business court and need for additional funding,19,14,14
the gov signed my bill to provide greater convenience and better access to marriage for residents across nj __link__,19,19,2
rt dadedelegation after redistricting update and __year__ session preview oscarjb2 was honored with billgalvano by browarddays sd36 http …,19,0,0
probably going to be the big story of the year thanks for staying ahead of the curve jimmiller2 __link__,19,0,0
joined young men wsave our sons to give families thanksgiving baskets proud that they care for their community __link__,19,0,0
in the assembly we are aggressively taking on big issues affecting cas what part of that sounds outofcontrol proudlyoutofcontrol,19,0,14
i asked steve farley what he thinks the key issues in this campaign are heres what he said __link__,19,19,19
great place love supporting local businesses rt ward5online so cool to see barber4alderman hanging out at magounssaloon in magounsquare,19,14,14
great time at hamilton and big moe to present friends at otter river a flag for their club __link__,19,0,0
rt claireballor victoria4texas who organized the dallaswomensmarch told me she s ecstatic over how many people came out today,19,2,0
dems want r bill amended to require disclosure of given to influence elections rs not supportive azleg darkmoney __link__,19,19,19
agriculture is one of virginias largest industries and i work diligently to represent the voice of our farmers __link__,19,4,4
rt robbradley speaker richardcorcoran is __num__ correct this is a moral imperative look forward to working with him __link__,19,0,0
facing my third dem in a row each from a different wing first hillary then feinstein now bernie sanders,19,19,19
speaking of oklahoma and i do nt mean the college football playoff the redstate revolt spreads to oklahoma __link__,19,0,6
the dobbsferrylib will receive __num__ to retrofit or replace light fixtures with energy efficient long lasting led fixtures westlibsys,19,7,8
congratulations to my son william for receiving the academic white m award from manateehs i could not be more proud,20,0,0
ohios sales tax holiday is back this weekend from aug __num__ to help families save on their backtoschool shopping __link__,20,1,1
rt cecilerichards fact there s no more powerful testament to wendydavistexas than the two strong women she s raised __link__,20,0,2
met w the ohiomfg board of dirs to discuss policies to improve the environment for manufacturing industry in ohio __link__,20,1,8
i m excited to announce that nyc housing connect is now offering affordablehousing in williamsburg apply today at __link__ __link__,20,13,13
many blessings in the new year may your families be prosperous and texas remain strong and conservative in __year__ __link__,20,0,0
join us in person or online next wednesday for our hearing focussed on cas crab fishery domoic acid disaster __link__,20,7,7
in princeton tonight with __num__ radio host steve trevelise we are performing comedy together at catch a rising star __link__,20,0,0
exposure to acts of terror can take a toll our physical and mental mental health is at stake stopgunviolence __link__,20,21,3
rt gopchairwoman gop fundraising success would nt be possible wo the support of our loyal grassroots donors thank you __link__,20,19,19
aimed at improving the health and wellbeing of women during the childbearing years the magnolia project provides … __link__ __link__,20,3,3
rt reagangirl kenivoryut presents in grand junction colorado in favor of transferring public lands back to state management __link__ …,20,20,20
when voters head to the polls on november __num__ __year__ they will vote on two proposed constitutional amendments one __link__,20,19,19
california has a new superintendent of public instruction — a good man and a devoted public servant congratulations tonythurmond __link__,20,0,0
we need enhanced oversight accountability and transparency for the drpa just as much as we do for the panynj __link__,20,10,19
my legislation to combat lead poisoning was signed into law last week pics from tchs before demolition __year__ __link__ __link__,20,7,7
proud to see my efforts to ensure all nj children have access to summer meal programs featured in thepressofac __link__,20,3,12
rt hildasolis ending the day with __num__ last nationalnightout in cityofelmonte elmontepolice hosted a fun night for community __link__ …,20,0,0
great message today at church whatever happens conduct yourselves in a manner worthy of the gospel of christ philippians __num__,20,0,0
its that time of year please contact the gvsahuarita salvation army to schedule your time __num__ … thank you __link__,20,12,0
karynpolito and susie talking about what its going to take to win in november mapoli we ve got this __link__,20,19,0
rt astridnv lvchrisbrooks takes the stage at culinary226 i m excited for him to be my assemblyman ad10 vote __link__,20,19,19
my district staff participated in a discussion convened by first __num__ on the impacts of this years budget on __link__,20,1,1
jonathan johnson says business taxes are a lie really are taxes on people in the form of higher prices utpol,20,1,1
rt neildreilly airbnb should cooperate w law enforcement to keep communities safe read this great oped from lindabrosenthal __link__ …,20,13,14
thank you for your leadership carmen it was an honor to be a part of this historic trade mission __link__,20,17,14
the focus of my proposal would be to increase retirement savings and reduce poverty among retirees so they can __link__,20,12,12
hb __num__ is a fantastic legislative effort with rep greenspan to help people the best is yet to come __link__,20,19,19
kiingjuliiann dogs are the best are nt they i ve written legislation which will help save dogs lives __link__ jl,20,4,4
mcjellooo dogs are the best are nt they i ve passed a law to help save dogs lives __link__ at,20,4,4
azchamber lobbyist says schools choosing not to participate in free reduced lunch programs are nt avoiding serving poor kids riiiiight,20,3,6
thank you state representative victoria4texas this is momentous for the movement to end sexual violence in texas txlege hd107 __link__,20,2,11
rt ohhousedems we must expand comprehensive healthcare to help bring healthy and happy babies into the worldrep emiliasykesoh https …,20,3,3
icymi local leaders from the treasure coast will testify this morning 10am before the house subcommittee on gove … __link__,20,0,14
rt governorva now is the time to work together to build a stronger and more diverse virginia economy newvaeconomy __link__,20,1,1
la county dem club jfk jr awards dinner w hollyjmitchell santiagoad53 and la county labor fed leader rusty hicks __link__,20,0,19
i am one of __num__ legislators to back plan to help public health create il jobs watch __link__ actonclimate twill,20,3,3
rt quintinboyce extremely fortunate to have an amazing governing board phoenixunionhs awesome morning focused on the right work https …,20,0,0
pick up a shirt and walk your neighborhood if you would like to volunteer to help please email me __link__,20,0,0
pwcdanica you re welcome you are working impressively hard for the people of the commonwealth keep up the good job,20,0,0
i already have my order readyand i am hungry guacamole green chile enchiladas steak burrito with queso and sopapillas __link__,20,0,0
this picture embodies perfectly what it feels like to enter the last two hours of a challenged primary txlege __link__,20,19,19
rlsandack repgregharris yes to the 2nd question i do nt believe 529s are touched but can get a confirmed answer,20,1,3
rt txvalues tonight dripping springs parents to speak out on school policy allowing boys in girls bathrooms __link__ txl …,20,2,6
good luck to the fightin texas aggies as they take on the smu mustangs today in dallas gigem bthosmu __link__,20,0,0
rt rachelleingang mark your calendars politicos the special election dates for az08 will be february __num__ and april __num__ __link__,20,19,19
keeping the promise of quality education in fl received an a from fl education report cardthank you folks very honored,20,6,6
honored to be asked to continue my work implementing health reformtackling health care costs as chair of senate health committee,20,3,3
yesterday i welcomed a special group of students from the beekman elementary school to albany we had a great __link__,20,6,6
thank you thebodydotcom for your great reporting the public outcry in response to your story combined wbehind th … __link__,20,0,0
this sort of legislation is something that should concern everyone this bill would deny many organizations an important tool __link__,20,19,19
rt senjohnmccain heading to confirmation hearing for cia director nominee gen david petraeus among the finest generals our nation h,20,19,19
do nt forget cummermuseum offers free admission tuesdays thanks to flblue and officialvystar check out their lift exhibit for bhm,20,0,0
meet representatives from our district office tomorrow 10am2pm at the bronxhouse1 an opportunity to discuss issuesconcerns you might have __link__,20,0,0
for socsec82 lets thank frances perkins 1st woman cabinet secretary who brought us __num__ hr week minimum wage unemployment insurance,20,12,5
many thanks to clairebocchini and many other women in medicine from hd134 with docsforchangetx who came to the capitol today __link__,21,0,0
joined my senate colleagues in participating in lotsofsocks today to raise awareness as part of world down syndrome day wdsd17 __link__,21,3,3
__num__ an hr its used to control you mt crainschicago mike madigan pulls in __num__ in __num__ weekend __link__ via greghinz,21,0,0
stand your ground bill up for another hearing on tuesday — make your voices heard shannonrwatts momsdemand everytown sandyhook amarch4ourlives __link__,21,21,11
ff justmatterswbai the new radio show on criminal justice reform hosted by propnycs gangifromprop on wbai tuesdays at __num__ pm __link__,21,11,11
albert hill pta meeting and then a concert at tee jay thankfully my sidekick takes payment in pizza and chickfila __link__,21,0,0
rt statehousechick ildems admittedly to violate balanced budget clause of constitution where s afscme etc oh outrage only over pensio …,21,1,1
opening day banners at the new castle baseball and softball association follow a great peter the wolf performance by chappaquaorch __link__,21,0,0
preparing for my testimony before the us house committee on natural resources re endangered species on a cong randy neugebauer bill,21,7,7
great brunch event today hosted by the ffrw at the rosen center where we got to hear from flgovscott and __link__,21,0,0
proud to once again receive the endorsement from tlrpac ill continue to support legislation eliminating frivolous lawsuits in texas txlege __link__,21,11,19
aaand big fat thx to barrettsenate marcrpacheco for your leadership on this bill and support on solar4all amendment cleanenergy mapoli __link__,21,8,8
sullinger can play but i ca nt buy the idea that he s untouchable or a franchise cornerstone to build upon,21,0,0
realdonaldtrump can you really be this heartless to our young americans after giving them false hope with your hollow words savedaca,21,9,9
we can expect intense rainstrong winds today storm passing thru by evening many communities reporting __num__ inches of rain overnight __link__,21,16,0
great to be in newton on labor day with our amazing ⁦masstreasury⁩ we need to keep her in office ⁦newtondemsma⁩ __link__,21,0,0
govherbert announces common good award to gail miller citing her dedicated work on solving homelessness issues in utah utpol affordablehousingforall envisionutah,21,0,1
catch me on wvizpbs at noon talking about why we need medicalmarijuana in ohio or listen to a clip here __link__,21,11,3
political revolution knocking doors for christineny09 join them may __num__ __num__ may __num__ __num__ sign up and join in __link__ __link__,21,19,19
when i was a boy i was told that anybody could become president i m beginning to believe it clarence darrow,21,0,0
rt jimmygomezca proud that my bill ab1951 which would modernize birth certificates passed the assembly w bipartisan support now on …,21,19,19
thanks a lot matt hope you and your mom had a great visitplease let her know i said hello weare __link__,21,0,0
rt flgovscott calling all nurses fl needs __num__ volunteer nurses to help at our special needs shelters please email bprchdpreparedness …,21,12,0
mcnabb winner it was a peaceful easter sunday with my family when literally all hell broke loose i was get __link__,21,0,0
the __num__ women of the 40member illinois senate democratic caucus demonstrate balanceforbetter lets keep building a better genderbalanced world iwd2019 __link__,21,2,2
some money is nt worth it and private prisons is some of that money that s not worth it shawforflorida __link__,21,11,11
go out and vote for ryant washington in the 22nd and jennifer mcclellan in the 9th on tomorrow senate at stake,21,19,19
you need ride to greenspoint drc for dsnap take metrohouston from st leo cc work continues txlege harvey sylvesterturner edemmett __link__,21,10,14
knocking on doors today in taylorville w christian co bd candidate linda curtin every vote counts ✅ jbpritzker ✅ betsyforil __link__,21,19,19
with all the metoo i m reminded of time w montebelloyouthleadershipclub girlstalk event we must educate empower engage young women __link__,21,2,2
these bombings have us all frightened please listen to the warnings from law enforcement and pay attention to your … __link__,21,0,0
pleased to join my colleagues in support of fairfaxjustin for lt gov justin will create a brighter future for all virginians,21,19,19
this is a conversation we need to have over and over again thx to fresnostate for taking this headon … __link__,21,0,0
last day at the amazing csg legislative academy with my good friends and colleagues tyrone thompson heidi swank and pat spearmannvleg,21,0,0
thank you jfenster for spreading the word about ab1951 lets continue to fund cte and help our students succe … __link__,21,19,6
rt hjta tax raisers want to blame prop13 for blocking new homes but home building contributes 386b to our economy __link__,21,13,1
whether its a 22a day or a 20aday crisis it is growing suicide rate among veterans has risen sharply since __year__ __link__,22,3,3
sporttyy just searched my public email i could nt find anything from you expect for cos petition and we log all calls,22,0,0
enjoyed visiting the space coast today getting briefed on the newest endeavors of nasa the businesses investing in fls economy sayfie __link__,22,16,14
discussing storing excess flood flows in asrs we need to make the regulatory scheme conducive to folks making investments to store water,22,20,14
that they put the needs of their industry 1st mt repmattschaefer txsw cattle raisers assoc endorse liberal dems but not several repblicn,22,4,4
new epa rule will cut mercury by __num__ my hb __num__ asks for similar reductions thanks epa for protecting our health __link__,22,7,7
great to join firefighters from so schenectady fire department tonight congrats new and returning officers thank you for keeping us safe __link__,22,0,11
i was honored to have the opportunity over the weekend to address a great group of local seniors at the hudson __link__,22,0,12
important to know __num__ of adults enrolled in medicaid are already working—23 of them ft __num__ of the remaining a … __link__,22,3,3
grateful for my brother my sister in law and all the men and women who keep our communities safe lawenforcementappreciationday family __link__,22,11,11
at grangerhs teaching for the second time this week students presented ideas today for possible bills fantastic presentations utpol utleg graniteschools __link__,22,0,0
thanks ashfield for inviting me and benjamindowning to be part of your excellent special town meeting about the gas pipeline project nfgim,22,8,8
urge jerrybrowngov to sign ab216 today so california can continue as a national leader on votingrights votingoughttobeeasy tagging joint authors coauthors __link__,22,2,2
heres an update on the hotline to report unsafe working conditions a couple of weeks ago i told you the house __link__,22,5,0
please join us and help pay respect to those who lost their lives and honor the heroes who risk their own __link__,22,15,15
congratulations on this great progress now were counting on senate sponsor senjasonlewis and financial services chair jamieeldridgema to bring it home __link__,22,19,19
rt marctlombardo i m happy to endorse rickgreenma for magop chairmanhes the only candidate who has refused to take a salary more,22,19,19
the ole prove a negative shows its head one example where truly free enterprise has nt given consumers better faster cheaper __link__,22,14,14
i am proud of my colleagues today who demonstrated that rules do matter and we need to ensure that we are __link__,22,0,19
and some of them rely on skilled nursing facilities which is in a medicaid crisis and underfunded please help saveourseniors nextstephc __link__,22,3,3
great walk for life even this weekend in cottonwood we must elect those that support life to the az leg protectlife __link__,22,2,0
were having a great time at the fannin county republican womens club meeting hearing from local officials and those running for office,22,19,19
house bill __num__ operation of motorboat while intoxicated passed the committee of the whole do nt boat and drink over __num__ wyleg,22,10,10
rt wtfcrazyfact eating chocolate before studying and or taking tests increases your chances of understanding info and passing with a hig …,22,0,0
thank you to ellen smith gajda realtor for inviting me to the ribbon cutting for her new business in james city __link__,22,0,0
dick black says arm teachers and administrators in schools as solution to mass shootings is he for real how about disarming america,22,21,6
bring some joy to patients cincychildrens by sending them valentines for tomorrows holiday you can do so at this website __link__ __link__,22,0,0
the summit county board of elections is open until __num__ pm today __num__ grant street in akron go vote wevote govote __link__,22,19,19
i too am honored agriculture industry is so important to our state and country paulrenner you were a great par … __link__,22,4,4
congratulations on the progress massmu we ca nt wait to see the museum after all the changes the museum received … __link__,22,0,0
today is election day 🇺 🇸 ✔ ️be an informed voter check out this nonpartisan voter guide by league of women __link__,22,19,19
attending i81 corridor improvement plan meeting hosted by the virginia department of transportation at blue ridge community college in weyers cave __link__,22,0,10
training a new intern today she s smart funny and a real people person today the state house tomorrow the world __link__,22,0,0
therealannamft just become a banker before your journey choosing to be a banker is the surefire way to win your road trip,22,0,0
congrats to northshoreccs baking and pastry instructor douglas phillips who took home the holiday baking championship ” on the food network __link__,22,0,0
last week i proudly introduced ab __num__ which will prohibit the use of bee and butterfly harming pesticides on state ownedmanaged lands,22,4,4
rep jeffweninger will be holding a hearing next tuesday at __num__ pm at the arizona house regarding bitcoin and blockchain azleg azhouse,22,0,19
samchampion welcome to home of the belmont stakes known as the test of the champion the third leg of the triple crown,22,0,0
rt saintpetersblog sorry flchamber but just not buying a poll where scottforflorida gets __num__ of dem votes but charliecrist gets onl …,22,19,19
primary election polls open until __num__ pm plenty of time left to cast your vote today be a voter primaryelection timetogovote __link__,22,19,19
an old man walked up a shore littered with thousands of starfish beached and dying after a storm a young man __link__,22,0,0
rt celinarecord state rep competes in world marathon to help end pediatric cancer texas rep pat fallon a selfdescribed no https …,22,0,3
rt dinahmillertx donnahowardtx if trumpcare let tx opt out of medicaid maternal care i fear our mothers mortality rate will skyrocke …,22,3,3
great choice earlier today with hornell deputy mayor john buckley to stop by mssmokeinc thanks for your hospitality rebecca and marjoe __link__,22,0,0
sb __num__ to enhance the states ability to detect and prevent medicaid fraud waste and abuse is going to the governor __link__,22,3,3
rt senstan today we bid farewell to a trusted colleague in the senate a pillar in his community a dear friend __link__,22,0,0
i strongly support this legislation in the assembly ill strongly support it in the senate where it continues to shamelessly stall __link__,22,19,19
tonight we mourn the passing of senjohnmccain a true american hero who served this country honorably may he rest in peace __link__,22,0,15
update on creekfire all voluntary evacuations are mandatory la equestrian center is at capacity pierce college remains open for large animals __link__,22,14,14
tomorrow is electionday have you made your plan to vote find your polling location and prepare for tomorrow your vote matters __link__ __link__,23,19,19
proud to have cosponsored the bill as soon as i got elected to end childmarriage in florida which was approved un … __link__,23,11,18
proud of my friend dannytarkanian and his team looking forward to working with them and all of tonights winners for victory in november,23,0,0
rt rosannagabaldon district __num__ dems will be the sat __num__ am budget hearing yuma city hall __num__ city plazamake sure yourvoice is heard,23,1,1
rt mlnow wondering how to help the victims of the fire at 16th and shotwell they ve set up a fund __link__ __link__,23,14,14
rt alanaaustin billstanley says mcdonnell has handled legal process with grace over past couple years says va is now moving past a …,23,0,19
just over an hour until the polls close make sure to vote for a republican senate today __link__ vavotes nov8 rva tcot gop,23,19,19
rt senfeinstein our fight to protect health care is nt over we must extend the childrens health insurance program and prevent sabotage …,23,3,3
rep keven stratton asks king for clarification king says what about the power of the coal companies that want to develop utpol utleg,23,8,8
grant and i are working at the dairy barn entrance for the meigs county fair until noon today come see us fighting4southeastohio __link__,23,0,0
rt mikebloomberg us has a gun violence problem everytown momsdemand are working to solve it ill match every donation give now htt …,23,21,11
i m simply overjoyed to hear a life was saved thanks to the new lorain co narcan pilot project founded by sb57 __link__,23,3,15
jonmaurer1 with any luck this year bill i cosponsor to bring ridesharing upstate has passed nysenate we need assembly to get on board,23,10,10
rt idotillinois today governorquinn announced __num__ m to continue work on the macomb bypass which will take motorists around the west sid …,23,10,10
its not like that at all always looking for a counterweight deflects from the obvious there are people positions and patterns here __link__,23,0,19
great to see this investment in the lansingburgh neighborhood proper use of public funds to help improve quality of life in neighborhoods __link__,23,13,13
i am so proud of these teachers and teachers across america standing up and advocating for better pay and better fu … __link__,23,6,6
there is a distressing surge of antisemitism xenophobia and hate in this country when you give hate teeth it will bite thoughtsandprayersarenotenough __link__,23,2,18
imrdrich kprc2 i understand what you re saying and i m sorry i lost your vote i m unwilling to compromise on vaccines,23,3,3
enjoyed being on with brahmresnik today charleneforaz and i had a great discussion on the outlook for the 54th arizona legislature azhousegop __link__,23,0,0
rt jennmcclellanva the ladies of the vasenate celebrate wearredday to raise awareness for heart health americanheartmonth ❤ ️ 💃 🏻 👠 http …,23,3,0
i voted to increase wages in nj and urge anyone who is an hourly wage earner to vote yes on nov 5th __link__,23,5,5
trust me rtrephenriquez repmichlewitz just made me try an oyster for the first time i trust his judgement on most things but eeeehhh,23,0,4
after months of work i am thrilled to say that wny will join the rest of the nation and offer ridesharing uberny __link__,23,10,10
rt mrclean93 i m currently at target in new jersey and this is what i found mason nation is taking over choosemason __link__,23,0,0
the virginia division of capitol police is the oldest and finest force at the seat of any state government a bless … __link__,23,11,19
hab projects are eligible grant applications for the funding have to be submitted to the state environmental facilities corp by sept __num__ __link__,23,0,20
tbt we made key reforms to create more jobs in our hardest hit industry by fixing our broken construction defect law at nvleg,23,1,1
biskupski i have a plan being reviewed need a mayor who cares about the low income people in this room slc utleg food,23,12,12
911museum is a breathtaking place for survivors and families to be encompassed with the spirit of lost loved ones we will never forget,23,20,11
rt marchmadness no excuses __num__ syracuse extends its run to the sweet16 with a __num__ win over __num__ michigan state marchmadness http …,23,0,0
check with your az democrats if they agree arizona democrat dreams of borderless usa ‘ just imagine no wall ‘ __link__ via breitbartnews,23,9,9
got to spend time today with the spectacular team ejuicescom great business in the heart of sd10 bringing jobs and innovation to vegas,23,14,14
rt natashakorecki quinn says he s championed term limits gets off zinger attacking rauners efforts he s a bornagain term limits advo …,23,19,19
the definition of class the definition of smartest person in the room now the strongest of the strong we are with you __link__,23,0,0
we expelled a man from the az house not because he was found legally guilty but because of the multiple egregious … __link__,23,0,11
if you do nt subscribe to jim geraghtys morning jolt i would encourage you to do so he is with national review __link__,23,0,0
mega millions jackpot winning ticket bought in ad27 at ernies liquors on south white road 😱 😱 😱 💵 💵 💵 megamillions __link__,23,0,0
why we need e5 __num__ vbms mt kimalex3 just some of sac countys __num__ late __num__ get counted ballots __link__ sorry abt code,23,19,19
rt nysendems from leader andreascousins standing w my brothers and sisters of labor in fight for a fair contract cwa cwaunion http …,23,5,5
rt sentoniatkins i coauthored senhannahbeths sb63 so __num__ million more ppl can take __num__ weeks leave wo fear that they could lose their …,24,12,12
and just think the gop finds ways to not pass bills to stop forcing school districts to throw away perfectly good f … __link__,24,6,6
great to spend time today with the cadets of the woodbridge high school viking battalion these are truly outstanding young men and women __link__,24,0,15
new package of laws to fight nys heroin epidemic incl my bill to expand access to naloxone named a cityandstateny bill of the year,24,3,3
rt 1in5awareness thank u __num__ muradian4rep 4helping move along s2414 a good bill __num__ higher ed in ma mapoli mahouse maleg malegis https …,24,6,6
house judiciary more time to landlordtenant bill than the safety of our kids thx to all who wanted to testify could nt mtpol mtleg,24,13,19
erinoban that was directive number two maybe you should clean off your bathroom counter when you get home from school 🤷 🏻‍ ♀ ️,24,0,0
are you bored at work click around our photo gallery for awhile and kill some time go ahead its ok 😉 __link__ thisisus johnsonfordallas,24,0,0
rt ilsenategop sen barickman just welcomed the woodland high ffa chapter to the senate jasonbarickman was once a member of that very f …,24,0,0
rich beckett age __num__ served in the united states air force from __year__ to __year__ thank you for your many years of service __link__,24,0,15
who knows needs are needs and people need help plus i do nt know how you measure local preparedness for something like this __link__,24,0,0
definitely strikes fear in my heart i m not a fan of folks who throw bricks in to innocent business owners buildin … __link__,24,0,0
this is totally like the hot plate warning i always touch it are we sure raybans do nt qualify as approp eclipse gear eclipse2017,24,0,0
before we leave i want to take a moment to acknowledge some of the people who have helped make this session such a success,24,0,0
enjoyed a terrific fundraising event in toledo a great day of meetings w gop party leaders throughout nw ohio thanks for your support __link__,24,19,19
rt rendon63rd the package of bills we approved today addresses elements necessary to help more californians pay the rent or buy a house …,24,13,1
rt jasonbrodeur if a member of the house takes a job wan entity that receives any taxpayer it must be disclosed 12daysofchange http …,24,19,19
rt senkamalaharris on the floor now about to give my maiden speech on immigration watch on facebook live follow along for tweets ht …,24,9,9
everyone should have affordable health coverage ca is an example of what can be done when there s a will to succeed cnndebatenight aca,24,3,3
trump plays footsie under the table with putin china shrugs and and simply steps in to fill the void you have been warned __link__,24,18,18
congressman sethmoulton came to burlington this morning to focus on issues involving bedford burlington and wilmington we can count on his hard work __link__,24,19,19
gctigertracker love this tigers peers never did this for him he has learned from the nextgen he is in his element now mosesmalone fofofo,24,0,0
great time in jo daviess county last night mayor michael dittmar is always a wonderful host and our cookies brought in the highest bidder,24,0,0
the wagon wheel game my annual tailgate party is a great time please join me my special guest kent rep kathleenclyde to celebrate __link__,24,0,0
another pedestrian struck by a vehicle on woodhaven and jamaica avenue this morningthis is heartbreaking more needs to be done to prevent accidents nycmayorsoffice,24,10,10
i see y all have learned your lesson about divisive politics sencreighton you are better than that or at least i thought you were __link__,25,0,0
just spoke with barackobama at my alma matergmu subsidized loans helped me get my ed he will protect so all have a fair shot obama2012,25,6,6
wendyjpcampbell so glad to hear here is the link to the video we showed __link__ call the office if you have any questions __num__ __num__,25,0,0
tonights phonebank at teamsters25 has been cancelled due to weather stay safe tonight and let us know if you d like to dial from home,25,0,0
rt wcusd15sports bulletbaseball erupts for __num__ in the 6th as they go on to top holy trinity __num__ to finish __num__ plainssports invite move …,25,0,0
my bill hb __num__ is the beginning of the end of this practice robb this tax incentive is a fraud and an abuse __link__ __link__,25,1,1
go to about the __num__ mark here and listen to the cuts from the hot dog eating contest intros you wo nt be disappointed __link__,25,0,0
